printer_id,printer_name,cartridges,parts
400000026555,Canon i-SENSYS MF5980dn,"[""400000015223"", ""400000030202"", ""400000026131"", ""400000023293""]","[""400000015958"", ""400000030165"", ""400000002831"", ""400000021214"", ""400000013502"", ""400000030636""]"
400000026674,Samsung SCX-4216f,"[""200000001110"", ""400000012655"", ""400000026132""]","[""400000022273"", ""200000001644"", ""400000027146""]"
400000028031,Samsung CLX-2160,"[""400000022365"", ""400000030591"", ""400000022367"", ""400000022364"", ""400000022366""]","[""400000016912"", ""400000016911"", ""400000016913"", ""400000012701""]"
400000033453,Konica Minolta MagiColor 1680MF,[],[]
400000026914,Samsung ML-3560N,"[""400000026917"", ""400000030459""]",[]
400000029746,Xerox Phaser 3250D,"[""400000029747""]","[""400000016141"", ""400000030638""]"
400000028824,HP LaserJet Pro M203dw,"[""400000028823"", ""400000030062"", ""400000030396"", ""400000030397"", ""400000024342""]","[""400000030635"", ""400000025158""]"
400000026383,Kyocera KM-4030,"[""400000030490"", ""400000026378""]",[]
400000033386,Konica Minolta 7220,[],[]
400000028032,Samsung CLP-300,"[""400000022365"", ""400000030591"", ""400000022367"", ""400000022364"", ""400000022366""]","[""400000016912"", ""400000016911"", ""400000016913"", ""400000012701""]"
400000026586,HP LaserJet M9050 mfp,"[""400000030211"", ""400000026587""]",[]
400000028769,HP Color LaserJet Enterprise CM4540f MFP,"[""400000030582"", ""400000028648"", ""400000028646"", ""400000028649"", ""400000028647""]","[""400000026157"", ""400000029033"", ""400000016907"", ""400000022933""]"
400000026267,Kyocera FS-4300dn,"[""400000019127"", ""400000021985"", ""400000030419"", ""400000026266"", ""400000030418""]","[""400000030648"", ""400000030652"", ""400000024174"", ""400000030647"", ""400000030882"", ""400000030650"", ""400000017716"", ""400000030649"", ""400000024601"", ""400000030651"", ""400000033383""]"
400000026530,HP LaserJet 3390,"[""200000000728"", ""400000015428"", ""400000018130"", ""400000017383""]","[""400000033098"", ""400000015958"", ""400000011758"", ""200000003556"", ""400000011851"", ""400000002831"", ""400000021214"", ""400000025157"", ""400000030634"", ""400000015038"", ""400000021558""]"
400000030119,Brother HL-5350DN,"[""400000030117""]",[]
400000033454,Konica Minolta MagiColor 1600W,[],[]
400000028850,Samsung ML-1650,"[""400000015225"", ""400000026133"", ""400000023563"", ""400000030442"", ""400000017386""]","[""400000021215""]"
400000032640,Xerox WorkCentre 7556,"[""400000032575"", ""400000032555"", ""400000031939"", ""400000031937"", ""400000031938"", ""400000031936""]","[""400000031851"", ""400000032567"", ""400000032574"", ""400000033247"", ""400000031850"", ""400000032562"", ""400000031853"", ""400000033246"", ""400000033245"", ""400000031852""]"
400000027247,Kyocera ECOSYS P6030c,"[""400000022692"", ""400000022693"", ""400000022694"", ""400000020452"", ""400000030588""]",[]
400000026392,Canon LBP800,"[""200000000410"", ""200000001172"", ""400000018339"", ""400000005340"", ""400000006296""]","[""400000022450"", ""400000002831"", ""400000011759"", ""400000033097""]"
400000032669,Konica Minolta Bizhub C3350i,[],"[""400000032570"", ""400000030894"", ""400000030897""]"
400000033482,Konica Minolta Bizhub 4020,[],[]
400000026252,Kyocera FS-3040MFP,"[""400000026253"", ""400000030416"", ""400000030489""]","[""400000024174""]"
400000032680,Xerox DocuCentre SC2020,"[""400000031111"", ""400000031928"", ""400000031113"", ""400000031112"", ""400000031114""]",[]
400000033390,Konica Minolta 7022,[],"[""400000031820""]"
400000028727,Canon i-SENSYS MF8340Cdn,"[""400000032752"", ""400000030570"", ""400000018143"", ""400000032754"", ""400000020487"", ""400000018145"", ""400000032753"", ""400000032755"", ""400000018144""]","[""400000015427"", ""400000030612"", ""400000022933""]"
400000026256,Kyocera FS-3640MFP,"[""400000026253"", ""400000030416""]","[""400000024174""]"
400000032393,Konica Minolta AccurioPress C2070P,"[""400000031353"", ""400000032292"", ""400000031352"", ""400000031354"", ""400000032291"", ""400000032293"", ""400000032294"", ""400000031351""]","[""400000033639"", ""400000032870"", ""400000033721"", ""400000031931"", ""400000033724"", ""400000033632"", ""400000033638"", ""400000031229"", ""400000031859"", ""400000033731"", ""400000033182"", ""400000031871"", ""400000033631"", ""400000033699"", ""400000031430"", ""400000033180"", ""400000032259"", ""400000031820"", ""400000033729"", ""400000030973"", ""400000031517"", ""400000031929"", ""400000033240"", ""400000033635"", ""400000033730"", ""400000033722"", ""400000033713"", ""400000033633"", ""400000033700"", ""400000033725"", ""400000033703"", ""400000031470"", ""400000031515"", ""400000033183"", ""400000033727"", ""400000033184"", ""400000031420"", ""400000031422"", ""400000033720"", ""400000033701"", ""400000033728"", ""400000033636"", ""400000031435"", ""400000033346"", ""400000031469"", ""400000031346"", ""400000033723"", ""400000031819"", ""400000031115"", ""400000031516"", ""400000033181"", ""400000032836"", ""400000031471"", ""400000031518""]"
400000026230,Kyocera Ecosys M2535DN,"[""400000018133"", ""400000030519"", ""400000019123"", ""400000019124""]","[""400000030645"", ""400000030646"", ""400000022503"", ""400000030644"", ""400000024601"", ""400000030643""]"
400000026403,Canon LBP1210,"[""200000000724"", ""400000012992""]","[""400000011757"", ""400000015958"", ""400000011851"", ""400000002831"", ""400000021214"", ""400000025157"", ""400000010374"", ""400000033095""]"
400000026950,Samsung SCX-6545N,"[""400000026930"", ""400000030533""]",[]
400000026720,Samsung SCX-4521,"[""400000015225"", ""400000021697"", ""400000026133"", ""400000017386"", ""400000030438""]","[""400000030640"", ""400000025156"", ""400000021215""]"
400000028829,HP LaserJet Pro M132fw,"[""400000030273"", ""400000027258"", ""400000026498"", ""400000030392""]","[""400000030344"", ""400000030635"", ""400000025158"", ""400000027144""]"
400000026478,Canon i-SENSYS MF4018,"[""400000013234"", ""400000012388"", ""400000030513"", ""400000011518"", ""400000013499""]","[""400000015958"", ""400000030633"", ""400000009229"", ""400000002831"", ""400000016407""]"
400000028921,Brother MFC-8700,"[""400000030498"", ""400000030499"", ""400000028905""]","[""400000023607""]"
400000026241,Kyocera FS-2000D,"[""400000026246"", ""400000030414""]","[""400000024174"", ""400000024601""]"
400000033284,Canon imageRUNNER ADVANCE DX C7770i,[],"[""400000033195"", ""400000033194""]"
400000033481,Konica Minolta bizhub 4700P,[],[]
400000027213,Canon PC 760,"[""400000027202"", ""400000030159"", ""400000029970"", ""400000027203""]","[""400000023565""]"
400000027239,Pantum M6550NW,"[""400000027209"", ""400000030431""]","[""400000030952"", ""400000029060"", ""400000025307"", ""400000033102""]"
400000033281,Canon imageRUNNER ADVANCE C9270 PRO,[],"[""400000033194""]"
400000033436,Konica Minolta bizhub 420,[],"[""400000031820"", ""400000030896""]"
400000033266,Canon imageRUNNER ADVANCE C7065i,[],"[""400000033194""]"
400000029775,Kyocera FS-C5400DN,"[""400000029776""]","[""400000024174"", ""400000024601"", ""400000024602""]"
400000029721,Samsung SL-M2625,"[""400000029728""]",[]
400000028992,HP Color LaserJet 4700dn,"[""400000030578"", ""400000029016"", ""400000029018"", ""400000029019"", ""400000029017""]","[""400000002803""]"
400000029804,Samsung SL-C460W,"[""400000030606""]",[]
400000033458,Konica Minolta F+ imaging P40dn,[],[]
400000026457,HP LaserJet 4000,"[""400000030374"", ""400000030375"", ""400000026456""]",[]
400000028728,Canon i-SENSYS MF8580Cdw,"[""400000032752"", ""400000030570"", ""400000018143"", ""400000032754"", ""400000020487"", ""400000018145"", ""400000032753"", ""400000032755"", ""400000018144""]","[""400000015427"", ""400000030612"", ""400000022933""]"
400000028890,HP LaserJet Pro MFP M127fw,"[""400000030394"", ""400000019120"", ""400000030395"", ""400000020133"", ""400000021216"", ""400000030363""]","[""400000014883"", ""400000009850"", ""400000017602"", ""400000030165"", ""400000030017""]"
400000033282,Canon imageRUNNER ADVANCE C9280 PRO,[],"[""400000033194""]"
400000032653,Konica Minolta Bizhub 4050i,[],"[""400000032570"", ""400000030897""]"
400000026756,Samsung ML-1867,"[""400000007100"", ""400000023775"", ""400000012991""]","[""400000033603"", ""400000027145"", ""400000030637"", ""400000010377""]"
400000026657,Xerox Phaser 3210,"[""400000030474"", ""400000026658""]",[]
400000030701,Konica Minolta Bizhub Press C7000,"[""400000033201"", ""400000031458"", ""400000031400"", ""400000033198"", ""400000024116"", ""400000031401"", ""400000033199"", ""400000024115"", ""400000024050"", ""400000033200"", ""400000031399"", ""400000024114""]","[""400000030671"", ""400000033187"", ""400000030974"", ""400000031931"", ""400000033724"", ""400000033182"", ""400000031871"", ""400000033189"", ""400000031431"", ""400000033729"", ""400000031820"", ""400000030670"", ""400000033730"", ""400000031615"", ""400000033700"", ""400000033725"", ""400000033186"", ""400000030673"", ""400000033720"", ""400000033701"", ""400000033346"", ""400000033241"", ""400000031469"", ""400000031819"", ""400000031115"", ""400000033192"", ""400000030975"", ""400000033191"", ""400000033185"", ""400000033188"", ""400000032838"", ""400000030672""]"
400000029739,Samsung SL-M3825ND,"[""400000029744""]",[]
400000026285,Kyocera Ecosys P3260dn,"[""400000030412"", ""400000026284"", ""400000024088"", ""400000024269"", ""400000024360"", ""400000030411""]","[""400000030648"", ""400000024174"", ""400000024602"", ""400000030649"", ""400000024601"", ""400000033383""]"
400000028971,Canon FC 120,"[""400000027202"", ""400000030159"", ""400000029970"", ""400000027203""]","[""400000023565""]"
400000033276,Canon imageRUNNER ADVANCE C7580,[],"[""400000033195"", ""400000033194""]"
400000033758,Pantum M7302FDW,"[""400000033642""]","[""400000032005""]"
400000026947,Samsung SCX-6345,"[""400000030532"", ""400000026928""]",[]
400000028990,Canon PC 425,"[""400000027202"", ""400000030159"", ""400000029970"", ""400000027203""]","[""400000023565""]"
400000028468,Canon LBP465,"[""400000028349"", ""400000030362"", ""400000020142""]","[""400000011759"", ""400000002831"", ""400000033097""]"
400000029725,Samsung SL-M2835DW,"[""400000029728""]",[]
400000033418,Konica Minolta bizhub 250,[],"[""400000030896""]"
400000026659,Samsung ML-1510,"[""400000030435"", ""400000012655"", ""400000026132""]","[""400000022273"", ""200000001644"", ""400000027146""]"
400000028796,Canon i-SENSYS FAX-L150,"[""400000014981"", ""400000026129"", ""400000015579"", ""400000030514""]","[""400000012999"", ""400000014883"", ""400000009850"", ""400000017602"", ""400000030165"", ""400000030021""]"
400000033768,Ricoh Pro C7210X,"[""400000033709"", ""400000033712"", ""400000033711"", ""400000033710""]","[""400000033714""]"
400000033616,Pantum P3308DN,"[""400000033513""]",[]
400000033205,Konica Minolta 7235,[],[]
400000029797,Kyocera TASKalfa 2551ci,"[""400000029798""]",[]
400000033533,Konica Minolta 7228,[],[]
400000027058,HP LaserJet P1007,"[""400000006930"", ""400000026129"", ""400000030363"", ""400000015579""]","[""400000012999"", ""400000014883"", ""400000009850"", ""400000030312"", ""400000030632"", ""400000017602"", ""400000022453"", ""400000021698"", ""400000030165"", ""400000030021""]"
400000029552,Kyocera Ecosys P6021cdn,"[""400000029778""]","[""400000021766""]"
400000029055,Canon iR C4580,"[""400000030598""]",[]
400000029752,Xerox WorkCentre 3220N,"[""400000029753""]","[""400000030638""]"
400000033821,Konica Minolta Bizhub PRO 920,[],"[""400000032908""]"
400000028865,Samsung ML-2162,"[""400000030446"", ""400000030275"", ""400000014788""]","[""400000013495"", ""400000030639"", ""400000016877"", ""400000033110"", ""400000018141""]"
400000026454,HP LaserJet Pro M15w,"[""400000026217"", ""400000030393""]","[""400000017602"", ""400000026018"", ""400000033100"", ""400000030345""]"
400000033747,Pantum P3300DN,"[""400000033642""]","[""400000032005""]"
400000027263,Panasonic KX-MB2020,"[""400000016460"", ""400000023774"", ""400000018136""]",[]
400000033446,Konica Minolta bizhub 750,[],"[""400000031871"", ""400000033730"", ""400000031931"", ""400000033724""]"
400000026469,HP LaserJet 3030,"[""200000000402"", ""400000013234"", ""400000011519"", ""400000005168"", ""400000012388"", ""400000011518"", ""400000013499""]","[""400000030633"", ""400000015958"", ""400000009229"", ""400000002831"", ""400000021698"", ""400000033096"", ""400000016407"", ""400000021558"", ""400000009931""]"
400000028894,Canon i-SENSYS LBP6020B,"[""400000013848"", ""400000015579"", ""400000030274"", ""400000030350"", ""400000026129"", ""400000026130""]","[""400000012999"", ""400000014883"", ""400000009850"", ""400000030020"", ""400000017602"", ""400000030165"", ""400000030021""]"
400000026349,Kyocera FS-6530MFP,"[""400000030489"", ""400000026346""]","[""400000026704"", ""400000030655"", ""400000030656""]"
400000030991,Xerox D110,"[""400000030965"", ""400000031596""]","[""400000033196"", ""400000031460"", ""400000033575"", ""400000033573""]"
400000029794,Kyocera KM-C4035E,"[""400000029793""]",[]
400000026542,HP LaserJet Enterprise flow MFP M830z,"[""400000030383"", ""400000026544""]",[]
400000026604,HP LaserJet Pro M1132 MFP,"[""400000013848"", ""400000030272"", ""400000015579"", ""400000030518"", ""400000030274"", ""400000026129"", ""400000030363"", ""400000026130""]","[""400000012999"", ""400000014883"", ""400000009850"", ""400000030312"", ""400000030020"", ""400000030632"", ""400000017602"", ""400000022453"", ""400000030165"", ""400000030017"", ""400000030314"", ""400000030021""]"
400000026963,Xerox WorkCentre 385,"[""400000030466"", ""400000026959"", ""400000030467"", ""200000001668""]","[""400000007891""]"
400000026861,Xerox Phaser 3140,"[""400000029745"", ""400000026952"", ""400000019129""]","[""400000021434"", ""400000013639"", ""400000021245""]"
400000028765,HP LaserJet Enterprise 500 Color MFP M575dn,"[""400000028659"", ""400000030585"", ""400000028662"", ""400000028661"", ""400000028660""]","[""400000026157"", ""400000029033"", ""400000016907"", ""400000022933""]"
400000033556,Canon ImagePress C600,[],"[""400000032683"", ""400000032684""]"
400000032662,Konica Minolta bizhub C353P,[],"[""400000021871"", ""400000016173"", ""400000030894"", ""400000011450"", ""400000030896""]"
400000033449,Konica Minolta bizhub C3100P,[],"[""400000030896""]"
400000027237,Pantum P2500W,"[""400000033759"", ""400000027209"", ""400000030431""]","[""400000030952"", ""400000029060"", ""400000025307"", ""400000033102""]"
400000029549,Xerox Phaser 7750,"[""400000030564""]","[""400000022373""]"
400000026214,Kyocera FS-1124MFP,"[""400000021431"", ""400000013261"", ""400000020244""]","[""400000030644""]"
400000026884,Ricoh SP 200N,"[""400000030433"", ""400000026941""]","[""400000030061""]"
400000026900,Xerox Phaser 3300MFP,"[""400000026901"", ""400000030537""]","[""400000015041"", ""400000015222"", ""400000010567"", ""400000021215""]"
400000026724,Xerox Phaser 3117,"[""400000015225"", ""400000026133"", ""200000002469"", ""400000023563"", ""400000021697""]","[""400000030640"", ""400000025156"", ""400000021215""]"
400000032368,Konica Minolta Bizhub Pro C6000L,"[""400000033201"", ""400000031458"", ""400000031400"", ""400000033198"", ""400000024116"", ""400000031401"", ""400000033199"", ""400000024115"", ""400000033200"", ""400000031399"", ""400000024114""]","[""400000032317"", ""400000030671"", ""400000033187"", ""400000030974"", ""400000031931"", ""400000033724"", ""400000033182"", ""400000031871"", ""400000033189"", ""400000031431"", ""400000033729"", ""400000031820"", ""400000030670"", ""400000033730"", ""400000031615"", ""400000033700"", ""400000033725"", ""400000033186"", ""400000031587"", ""400000030673"", ""400000033720"", ""400000033701"", ""400000033346"", ""400000033241"", ""400000031469"", ""400000032318"", ""400000031819"", ""400000031115"", ""400000033192"", ""400000030975"", ""400000033191"", ""400000033185"", ""400000033188"", ""400000032838"", ""400000030672""]"
400000029727,Samsung SL-M2875FW,"[""400000029728""]",[]
400000026580,HP LaserJet P4014,"[""400000018340"", ""400000016136"", ""400000030389""]","[""400000030165"", ""400000030314""]"
400000033443,Konica Minolta bizhub C3851FS,[],[]
400000026944,Samsung ML-4550,"[""400000030461"", ""400000026926""]",[]
400000029742,Samsung SL-M4025ND,"[""400000029744""]",[]
400000032404,Xerox Color C70,"[""400000031935"", ""400000031439"", ""400000031444"", ""400000031440"", ""400000030953"", ""400000032351"", ""400000031441"", ""400000032348"", ""400000030954"", ""400000032346"", ""400000031442"", ""400000032345"", ""400000030955"", ""400000030956"", ""400000032347"", ""400000032975"", ""400000032974"", ""400000032352"", ""400000032349"", ""400000031437"", ""400000031443"", ""400000031572"", ""400000031571"", ""400000031570"", ""400000031569"", ""400000032350"", ""400000031438"", ""400000032977"", ""400000032976""]","[""400000032577"", ""400000031580"", ""400000031840"", ""400000033573"", ""400000031579"", ""400000031946"", ""400000031976"", ""400000031978"", ""400000032557"", ""400000032875"", ""400000031947"", ""400000031977"", ""400000031844"", ""400000033704"", ""400000032107"", ""400000031979"", ""400000031841"", ""400000032516"", ""400000031839"", ""400000031945"", ""400000031836"", ""400000031578"", ""400000032104"", ""400000032873"", ""400000032151"", ""400000032576"", ""400000031944"", ""400000032874"", ""400000031843"", ""400000031837"", ""400000032150"", ""400000032872"", ""400000032581"", ""400000032109"", ""400000031971"", ""400000031577"", ""400000031838"", ""400000032121"", ""400000031842"", ""400000032108"", ""400000032149""]"
400000033615,Pantum P3308DW,"[""400000033513""]",[]
400000032389,Konica Minolta Bizhub 368e,[],"[""400000021871"", ""400000031613"", ""400000032570"", ""400000032568"", ""400000031615"", ""400000030896"", ""400000030898"", ""400000032571""]"
400000033764,Ricoh Pro C7200SX,"[""400000033709"", ""400000033712"", ""400000033711"", ""400000033710""]","[""400000033714""]"
400000026746,Samsung ML-2240,"[""400000014790"", ""400000030440"", ""400000030441""]","[""400000030640"", ""400000025156"", ""400000021215""]"
400000027280,Brother HL-2250DNR,"[""400000030507"", ""400000017385"", ""400000030505"", ""400000019681"", ""400000030278"", ""400000029061"", ""400000019642""]","[""400000027142""]"
400000027264,Panasonic KX-MB2030,"[""400000016460"", ""400000023774"", ""400000018136""]",[]
400000029808,Samsung CLX-3185,"[""400000030592""]",[]
400000029038,HP Color LaserJet Pro MFP M476dn,"[""400000030603""]","[""400000026157"", ""400000016907"", ""400000016908"", ""400000029033""]"
400000032461,Konica Minolta Bizhub PRO 1050,[],"[""400000031932"", ""400000033730"", ""400000031803"", ""400000032908"", ""400000031823"", ""400000031824""]"
400000033668,Konica Minolta Bizhub C256,[],"[""400000030950""]"
400000033763,Ricoh Pro C7200S,"[""400000033709"", ""400000033712"", ""400000033711"", ""400000033710""]","[""400000033714""]"
400000026801,Samsung ML-2160,"[""400000030446"", ""400000030275"", ""400000014788""]","[""400000020379"", ""400000021432"", ""400000013495"", ""400000030639"", ""400000016877"", ""400000033110"", ""400000018141""]"
400000026208,Kyocera Ecosys P2035d,"[""400000030407"", ""400000019126"", ""400000030409""]","[""400000030645"", ""400000030646"", ""400000030644"", ""400000024601"", ""400000030643"", ""400000019405""]"
400000027292,Brother DCP-7070DWR,"[""400000030507"", ""400000017385"", ""400000030505"", ""400000019681"", ""400000029061"", ""400000030508"", ""400000019642""]","[""400000027142""]"
400000026581,HP LaserJet P4015n,"[""400000018340"", ""400000016136"", ""400000030389""]","[""400000030165""]"
400000028466,Canon LBP3210,"[""400000012250"", ""200000001808"", ""400000026727""]","[""400000011757"", ""400000015958"", ""400000002831"", ""400000010374""]"
400000026806,Xerox WorkCentre 3025,"[""400000024055"", ""400000030473"", ""400000030472"", ""400000026728"", ""400000030276""]","[""400000016877"", ""400000024056""]"
400000032632,Konica Minolta Bizhub 450i,[],"[""400000021871"", ""400000031922"", ""400000030894"", ""400000031427"", ""400000030897"", ""400000032570"", ""400000033724"", ""400000030898"", ""400000032554"", ""400000032571""]"
400000028946,Brother FAX-2940,"[""400000030508"", ""400000030507"", ""400000019642"", ""400000019681""]","[""400000027142""]"
400000033298,Xerox WorkCentre 4590,[],"[""400000033196""]"
400000033687,Xerox WorkCentre 7825,[],"[""400000032567""]"
400000026978,Xerox WorkCentre 5016,"[""400000019958"", ""400000030496"", ""400000022463""]",[]
400000026479,Canon i-SENSYS MF4120,"[""400000013234"", ""400000012388"", ""400000030513"", ""400000011518"", ""400000013499""]","[""400000015958"", ""400000030633"", ""400000009229"", ""400000002831"", ""400000016407""]"
400000033520,Konica Minolta Bizhub C3351,[],[]
400000033159,Xerox Versant 170i Press,"[""400000031874"", ""400000031875"", ""400000031876"", ""400000032841"", ""400000030961"", ""400000031581"", ""400000030964"", ""400000030963"", ""400000030962"", ""400000031873"", ""400000032839"", ""400000032842"", ""400000032840"", ""400000031669"", ""400000031668"", ""400000031582""]","[""400000031459"", ""400000032556"", ""400000032563"", ""400000033545"", ""400000031584"", ""400000033573"", ""400000031984"", ""400000031847"", ""400000032564"", ""400000031583"", ""400000031986"", ""400000031954"", ""400000031985"", ""400000032578"", ""400000032940"", ""400000032580"", ""400000031953"", ""400000031955"", ""400000032566"", ""400000032516"", ""400000031987"", ""400000031848"", ""400000033575"", ""400000032868"", ""400000031952"", ""400000032561"", ""400000032565"", ""400000032581"", ""400000031849"", ""400000031846"", ""400000032517"", ""400000031671"", ""400000032579""]"
400000028851,Samsung ML-3051N,"[""400000030454"", ""400000030455"", ""400000020349""]","[""400000015222"", ""400000010567"", ""400000021215""]"
400000030115,Brother HL-5270DN,"[""400000030116"", ""400000030111""]",[]
400000033175,Xerox PrimeLink B9125,[],"[""400000032581"", ""400000032516""]"
400000028927,Brother MFC-9660,"[""400000028905"", ""400000029972""]","[""400000023607""]"
400000031033,Konica Minolta bizhub 364e,[],"[""400000021871"", ""400000016173"", ""400000030895"", ""400000030894"", ""400000030888"", ""400000030897"", ""400000032570"", ""400000033724"", ""400000032568"", ""400000031615"", ""400000030896"", ""400000031222"", ""400000030898"", ""400000030906"", ""400000031611"", ""400000032571""]"
400000033154,Xerox WorkCentre WC7675,[],"[""400000032581"", ""400000032516"", ""400000032577"", ""400000031838"", ""400000032104"", ""400000032121""]"
400000033438,Konica Minolta bizhub 501,[],"[""400000031820"", ""400000030896""]"
400000029538,Kyocera FS-C2026,"[""400000022456"", ""400000024440"", ""400000022457"", ""400000029787"", ""400000021218""]","[""400000021249"", ""400000021251"", ""400000021250"", ""400000021248""]"
400000028767,HP LaserJet Enterprise 500 Color MFP M575dw,"[""400000028659"", ""400000030585"", ""400000028662"", ""400000028661"", ""400000028660""]","[""400000026157"", ""400000029033"", ""400000016907"", ""400000022933""]"
400000033584,Konica Minolta PagePro 1350EN,[],[]
400000026369,Kyocera KM-5050,"[""200000005717"", ""400000016149""]","[""400000025387""]"
400000033204,Konica Minolta AccurioPress C3070P,"[""400000031353"", ""400000032292"", ""400000031352"", ""400000031354"", ""400000032291"", ""400000032293"", ""400000032294"", ""400000031351""]","[""400000033639"", ""400000031931"", ""400000033724"", ""400000033638"", ""400000031871"", ""400000033182"", ""400000033729"", ""400000033631"", ""400000033240"", ""400000033730"", ""400000033722"", ""400000033713"", ""400000031802"", ""400000033703"", ""400000031470"", ""400000033183"", ""400000033184"", ""400000031420"", ""400000031422"", ""400000033701"", ""400000031435"", ""400000033723"", ""400000031819"", ""400000031115"", ""400000033181"", ""400000032836"", ""400000031471""]"
400000031070,Konica Minolta bizhub C552,[],"[""400000030895"", ""400000031817"", ""400000030894"", ""400000033730"", ""400000033724"", ""400000031615"", ""400000031428"", ""400000031364""]"
400000033814,Canon VarioPrint VP115,[],"[""400000032686"", ""400000032687""]"
400000026655,Samsung ML-1430,"[""200000000415"", ""400000014789""]","[""400000016210""]"
400000028682,HP Color LaserJet Pro MFP M177n,"[""400000030604"", ""400000020605"", ""400000020608"", ""400000020606"", ""400000020607""]","[""400000029033"", ""400000016907"", ""400000016908"", ""400000022933""]"
400000027198,Oki MC561dn,"[""400000027172"", ""400000027175"", ""400000027176"", ""400000030590"", ""400000027174""]",[]
400000029515,Ricoh Aficio SP 150,[],"[""400000025326"", ""400000030343""]"
400000032459,Konica Minolta AccurioPress 6136,"[""400000031360""]","[""400000030894"", ""400000033724"", ""400000031923"", ""400000032908"", ""400000033700"", ""400000031824""]"
400000028174,Canon i-SENSYS MF421dw,"[""400000025991"", ""400000030326""]","[""400000033101""]"
400000033495,Konica Minolta bizhub 225i,[],"[""400000030896""]"
400000032642,Xerox WorkCentre 7845,"[""400000032575"", ""400000032555"", ""400000031939"", ""400000031937"", ""400000031938"", ""400000031936""]","[""400000031851"", ""400000032567"", ""400000032574"", ""400000033247"", ""400000031850"", ""400000032562"", ""400000031853"", ""400000033246"", ""400000033245"", ""400000031852""]"
400000026792,Samsung SCX-6220,"[""400000026793"", ""400000030531""]",[]
400000029994,Xerox Phaser 3450D,"[""200000001638""]",[]
400000033402,Konica Minolta AccurioPress 7136P,[],"[""400000031923""]"
400000026200,Kyocera FS-920,"[""400000004750"", ""400000030420"", ""400000022931""]","[""400000030644""]"
400000032476,Canon ImagePress C8000VP,[],[]
400000026473,HP LaserJet M1005 MFP,"[""200000000402"", ""400000013234"", ""400000011519"", ""400000005168"", ""400000012388"", ""400000011518"", ""400000013499""]","[""400000030633"", ""400000015958"", ""400000009229"", ""400000002831"", ""400000016407"", ""400000021558"", ""400000009931""]"
400000032420,Konica Minolta Bizhub Press 1250P,"[""400000024192""]","[""400000032173"", ""400000031867"", ""400000031932"", ""400000031868"", ""400000033724"", ""400000032908"", ""400000033700""]"
400000026243,Kyocera Ecosys M2735dn,"[""400000025325"", ""400000026136"", ""400000030410""]","[""400000024174"", ""400000024601""]"
400000029468,Samsung ML-1220,"[""200000000415"", ""400000014789""]","[""400000016210""]"
400000033125,Xerox WorkCentre 7425,[],[]
400000026607,HP LaserJet Pro M1214nfh MFP,"[""400000013848"", ""400000030272"", ""400000015579"", ""400000030518"", ""400000030274"", ""400000026129"", ""400000030363"", ""400000026130""]","[""400000012999"", ""400000014883"", ""400000009850"", ""400000030312"", ""400000030020"", ""400000030632"", ""400000017602"", ""400000022453"", ""400000030165"", ""400000030017"", ""400000030314"", ""400000030021""]"
400000026721,Samsung SCX-4650N,"[""400000026723"", ""400000030528""]","[""400000025156"", ""400000021215""]"
400000029522,Kyocera FS-C5100,"[""400000030589""]","[""400000019830"", ""400000024174"", ""400000019828"", ""400000019827"", ""400000024601"", ""400000019829""]"
400000026986,HP LaserJet 1005W,"[""200000000393"", ""400000014970"", ""400000012992""]","[""400000011757"", ""400000015958"", ""400000022453"", ""400000011851"", ""400000002831"", ""400000021214"", ""400000025157"", ""400000010374""]"
400000027098,Canon i-SENSYS MF4780w,"[""400000014981"", ""400000015579"", ""400000030514"", ""400000014786"", ""400000026129""]","[""400000012999"", ""400000014883"", ""400000009850"", ""400000017602"", ""400000030165"", ""400000030021""]"
400000027105,Canon i-SENSYS MF4890dw,"[""400000014981"", ""400000014786"", ""400000030514""]","[""400000012999"", ""400000014883"", ""400000009850"", ""400000017602"", ""400000030165"", ""400000030021""]"
400000026334,Kyocera KM-2050,"[""400000002721"", ""200000001990"", ""400000020385"", ""400000029971"", ""400000008839"", ""400000009942""]",[]
400000027871,Canon i-SENSYS LBP7018C,"[""400000020605"", ""400000020608"", ""400000030568"", ""400000020606"", ""400000020607""]","[""400000016907"", ""400000029033"", ""400000016908"", ""400000011107"", ""400000022933""]"
400000032672,Xerox AltaLink C8035,"[""400000032575"", ""400000032555"", ""400000031939"", ""400000031937"", ""400000031938"", ""400000031936""]","[""400000031851"", ""400000033704"", ""400000032567"", ""400000032574"", ""400000033247"", ""400000031850"", ""400000032562"", ""400000031853"", ""400000033246"", ""400000033245"", ""400000031852""]"
400000026361,Kyocera KM-2560,"[""400000026364"", ""400000030491""]",[]
400000033258,Canon ImagePress Lite C265,"[""400000033045"", ""400000033046"", ""400000033047"", ""400000033048""]","[""400000033193"", ""400000033195"", ""400000033194""]"
400000029791,Kyocera KM-C2525E,"[""400000029793""]",[]
400000029774,Kyocera Ecosys P7035CDN,"[""400000029776""]","[""400000024174"", ""400000024601"", ""400000024602""]"
400000028930,Brother MFC-9700,"[""400000030498"", ""400000030499"", ""400000028905""]","[""400000023607""]"
400000026567,HP LaserJet Pro M706,"[""400000030261""]",[]
400000026541,HP LaserJet 2420,"[""400000020348"", ""400000030370"", ""400000021556"", ""400000030369""]","[""400000015038"", ""400000022452""]"
